,Header,Tag,Dataset_name,Index
4564,M: Unknown,#affected+m+other,unhcr-demographics-residing-cyp.csv.CSV,901
4565,M: Total,#affected+m+total,unhcr-demographics-residing-cyp.csv.CSV,901
4566,Overall total,#affected+all+total,unhcr-demographics-residing-cyp.csv.CSV,901
4567,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-cyp.csv.CSV,902
4568,Origin,#country+origin,unhcr-resettlement-originating-cyp.csv.CSV,902
4569,Year,#date+year,unhcr-resettlement-originating-cyp.csv.CSV,902
4570,Value,#affected,unhcr-resettlement-originating-cyp.csv.CSV,902
4571,Year,#date+year,unhcr-demographics-residing-cze.csv.CSV,903
4572,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-cze.csv.CSV,903
4573,Location Name,#loc+name,unhcr-demographics-residing-cze.csv.CSV,903
4574,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-cze.csv.CSV,903
4575,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-cze.csv.CSV,903
4576,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-cze.csv.CSV,903
4577,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-cze.csv.CSV,903
4578,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-cze.csv.CSV,903
4579,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-cze.csv.CSV,903
4580,F: Unknown,#affected+f+other,unhcr-demographics-residing-cze.csv.CSV,903
4581,F: Total,#affected+f+total,unhcr-demographics-residing-cze.csv.CSV,903
4582,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-cze.csv.CSV,903
4583,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-cze.csv.CSV,903
4584,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-cze.csv.CSV,903
4585,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-cze.csv.CSV,903
4586,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-cze.csv.CSV,903
4587,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-cze.csv.CSV,903
4588,M: Unknown,#affected+m+other,unhcr-demographics-residing-cze.csv.CSV,903
4589,M: Total,#affected+m+total,unhcr-demographics-residing-cze.csv.CSV,903
4590,Overall total,#affected+all+total,unhcr-demographics-residing-cze.csv.CSV,903
4591,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-residing-cze.csv.CSV,904
4592,Origin,#country+origin,unhcr-resettlement-residing-cze.csv.CSV,904
4593,Year,#date+year,unhcr-resettlement-residing-cze.csv.CSV,904
4594,Value,#affected,unhcr-resettlement-residing-cze.csv.CSV,904
4595,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-cze.csv.CSV,905
4596,Origin,#country+origin,unhcr-resettlement-originating-cze.csv.CSV,905
4597,Year,#date+year,unhcr-resettlement-originating-cze.csv.CSV,905
4598,Value,#affected,unhcr-resettlement-originating-cze.csv.CSV,905
4599,Year,#date+year,unhcr-demographics-residing-civ.csv.CSV,906
4600,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-civ.csv.CSV,906
4601,Location Name,#loc+name,unhcr-demographics-residing-civ.csv.CSV,906
4602,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-civ.csv.CSV,906
4603,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-civ.csv.CSV,906
4604,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-civ.csv.CSV,906
4605,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-civ.csv.CSV,906
4606,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-civ.csv.CSV,906
4607,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-civ.csv.CSV,906
4608,F: Unknown,#affected+f+other,unhcr-demographics-residing-civ.csv.CSV,906
4609,F: Total,#affected+f+total,unhcr-demographics-residing-civ.csv.CSV,906
4610,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-civ.csv.CSV,906
4611,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-civ.csv.CSV,906
4612,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-civ.csv.CSV,906
4613,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-civ.csv.CSV,906
4614,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-civ.csv.CSV,906
4615,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-civ.csv.CSV,906
4616,M: Unknown,#affected+m+other,unhcr-demographics-residing-civ.csv.CSV,906
4617,M: Total,#affected+m+total,unhcr-demographics-residing-civ.csv.CSV,906
4618,Overall total,#affected+all+total,unhcr-demographics-residing-civ.csv.CSV,906
4619,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-civ.csv.CSV,907
4620,Origin,#country+origin,unhcr-resettlement-originating-civ.csv.CSV,907
4621,Year,#date+year,unhcr-resettlement-originating-civ.csv.CSV,907
4622,Value,#affected,unhcr-resettlement-originating-civ.csv.CSV,907
4623,Year,#date+year,unhcr-demographics-residing-cod.csv.CSV,908
4624,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-cod.csv.CSV,908
4625,Location Name,#loc+name,unhcr-demographics-residing-cod.csv.CSV,908
4626,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-cod.csv.CSV,908
4627,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-cod.csv.CSV,908
4628,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-cod.csv.CSV,908
4629,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-cod.csv.CSV,908
4630,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-cod.csv.CSV,908
4631,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-cod.csv.CSV,908
4632,F: Unknown,#affected+f+other,unhcr-demographics-residing-cod.csv.CSV,908
4633,F: Total,#affected+f+total,unhcr-demographics-residing-cod.csv.CSV,908
4634,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-cod.csv.CSV,908
4635,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-cod.csv.CSV,908
4636,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-cod.csv.CSV,908
4637,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-cod.csv.CSV,908
4638,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-cod.csv.CSV,908
4639,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-cod.csv.CSV,908
4640,M: Unknown,#affected+m+other,unhcr-demographics-residing-cod.csv.CSV,908
4641,M: Total,#affected+m+total,unhcr-demographics-residing-cod.csv.CSV,908
4642,Overall total,#affected+all+total,unhcr-demographics-residing-cod.csv.CSV,908
4643,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-cod.csv.CSV,909
4644,Origin,#country+origin,unhcr-resettlement-originating-cod.csv.CSV,909
4645,Year,#date+year,unhcr-resettlement-originating-cod.csv.CSV,909
4646,Value,#affected,unhcr-resettlement-originating-cod.csv.CSV,909
4647,Year,#date+year,unhcr-demographics-residing-dnk.csv.CSV,910
4648,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-dnk.csv.CSV,910
4649,Location Name,#loc+name,unhcr-demographics-residing-dnk.csv.CSV,910
4650,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-dnk.csv.CSV,910
4651,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-dnk.csv.CSV,910
4652,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-dnk.csv.CSV,910
4653,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-dnk.csv.CSV,910
4654,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-dnk.csv.CSV,910
4655,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-dnk.csv.CSV,910
4656,F: Unknown,#affected+f+other,unhcr-demographics-residing-dnk.csv.CSV,910
4657,F: Total,#affected+f+total,unhcr-demographics-residing-dnk.csv.CSV,910
4658,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-dnk.csv.CSV,910
4659,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-dnk.csv.CSV,910
4660,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-dnk.csv.CSV,910
4661,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-dnk.csv.CSV,910
4662,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-dnk.csv.CSV,910
4663,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-dnk.csv.CSV,910
4664,M: Unknown,#affected+m+other,unhcr-demographics-residing-dnk.csv.CSV,910
4665,M: Total,#affected+m+total,unhcr-demographics-residing-dnk.csv.CSV,910
4666,Overall total,#affected+all+total,unhcr-demographics-residing-dnk.csv.CSV,910
4667,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-residing-dnk.csv.CSV,911
4668,Origin,#country+origin,unhcr-resettlement-residing-dnk.csv.CSV,911
4669,Year,#date+year,unhcr-resettlement-residing-dnk.csv.CSV,911
4670,Value,#affected,unhcr-resettlement-residing-dnk.csv.CSV,911
4671,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-dnk.csv.CSV,912
4672,Origin,#country+origin,unhcr-resettlement-originating-dnk.csv.CSV,912
4673,Year,#date+year,unhcr-resettlement-originating-dnk.csv.CSV,912
4674,Value,#affected,unhcr-resettlement-originating-dnk.csv.CSV,912
4675,Year,#date+year,unhcr-demographics-residing-dji.csv.CSV,913
4676,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-dji.csv.CSV,913
4677,Location Name,#loc+name,unhcr-demographics-residing-dji.csv.CSV,913
4678,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-dji.csv.CSV,913
4679,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-dji.csv.CSV,913
4680,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-dji.csv.CSV,913
4681,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-dji.csv.CSV,913
4682,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-dji.csv.CSV,913
4683,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-dji.csv.CSV,913
4684,F: Unknown,#affected+f+other,unhcr-demographics-residing-dji.csv.CSV,913
4685,F: Total,#affected+f+total,unhcr-demographics-residing-dji.csv.CSV,913
4686,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-dji.csv.CSV,913
4687,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-dji.csv.CSV,913
4688,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-dji.csv.CSV,913
4689,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-dji.csv.CSV,913
4690,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-dji.csv.CSV,913
4691,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-dji.csv.CSV,913
4692,M: Unknown,#affected+m+other,unhcr-demographics-residing-dji.csv.CSV,913
4693,M: Total,#affected+m+total,unhcr-demographics-residing-dji.csv.CSV,913
4694,Overall total,#affected+all+total,unhcr-demographics-residing-dji.csv.CSV,913
4695,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-dji.csv.CSV,914
4696,Origin,#country+origin,unhcr-resettlement-originating-dji.csv.CSV,914
4697,Year,#date+year,unhcr-resettlement-originating-dji.csv.CSV,914
4698,Value,#affected,unhcr-resettlement-originating-dji.csv.CSV,914
4699,Year,#date+year,unhcr-demographics-residing-dom.csv.CSV,915
4700,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-dom.csv.CSV,915
4701,Location Name,#loc+name,unhcr-demographics-residing-dom.csv.CSV,915
4702,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-dom.csv.CSV,915
4703,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-dom.csv.CSV,915
4704,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-dom.csv.CSV,915
4705,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-dom.csv.CSV,915
4706,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-dom.csv.CSV,915
4707,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-dom.csv.CSV,915
4708,F: Unknown,#affected+f+other,unhcr-demographics-residing-dom.csv.CSV,915
4709,F: Total,#affected+f+total,unhcr-demographics-residing-dom.csv.CSV,915
4710,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-dom.csv.CSV,915
4711,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-dom.csv.CSV,915
4712,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-dom.csv.CSV,915
4713,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-dom.csv.CSV,915
4714,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-dom.csv.CSV,915
4715,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-dom.csv.CSV,915
4716,M: Unknown,#affected+m+other,unhcr-demographics-residing-dom.csv.CSV,915
4717,M: Total,#affected+m+total,unhcr-demographics-residing-dom.csv.CSV,915
4718,Overall total,#affected+all+total,unhcr-demographics-residing-dom.csv.CSV,915
4719,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-dom.csv.CSV,916
4720,Origin,#country+origin,unhcr-resettlement-originating-dom.csv.CSV,916
4721,Year,#date+year,unhcr-resettlement-originating-dom.csv.CSV,916
4722,Value,#affected,unhcr-resettlement-originating-dom.csv.CSV,916
4723,Year,#date+year,unhcr-demographics-residing-ecu.csv.CSV,917
4724,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-ecu.csv.CSV,917
4725,Location Name,#loc+name,unhcr-demographics-residing-ecu.csv.CSV,917
4726,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-ecu.csv.CSV,917
4727,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-ecu.csv.CSV,917
4728,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-ecu.csv.CSV,917
4729,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-ecu.csv.CSV,917
4730,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-ecu.csv.CSV,917
4731,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-ecu.csv.CSV,917
4732,F: Unknown,#affected+f+other,unhcr-demographics-residing-ecu.csv.CSV,917
4733,F: Total,#affected+f+total,unhcr-demographics-residing-ecu.csv.CSV,917
4734,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-ecu.csv.CSV,917
4735,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-ecu.csv.CSV,917
4736,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-ecu.csv.CSV,917
4737,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-ecu.csv.CSV,917
4738,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-ecu.csv.CSV,917
4739,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-ecu.csv.CSV,917
4740,M: Unknown,#affected+m+other,unhcr-demographics-residing-ecu.csv.CSV,917
4741,M: Total,#affected+m+total,unhcr-demographics-residing-ecu.csv.CSV,917
4742,Overall total,#affected+all+total,unhcr-demographics-residing-ecu.csv.CSV,917
4743,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-residing-ecu.csv.CSV,918
4744,Origin,#country+origin,unhcr-resettlement-residing-ecu.csv.CSV,918
4745,Year,#date+year,unhcr-resettlement-residing-ecu.csv.CSV,918
4746,Value,#affected,unhcr-resettlement-residing-ecu.csv.CSV,918
4747,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-ecu.csv.CSV,919
4748,Origin,#country+origin,unhcr-resettlement-originating-ecu.csv.CSV,919
4749,Year,#date+year,unhcr-resettlement-originating-ecu.csv.CSV,919
4750,Value,#affected,unhcr-resettlement-originating-ecu.csv.CSV,919
4751,Year,#date+year,unhcr-demographics-residing-egy.csv.CSV,920
4752,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-egy.csv.CSV,920
4753,Location Name,#loc+name,unhcr-demographics-residing-egy.csv.CSV,920
4754,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-egy.csv.CSV,920
4755,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-egy.csv.CSV,920
4756,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-egy.csv.CSV,920
4757,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-egy.csv.CSV,920
4758,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-egy.csv.CSV,920
4759,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-egy.csv.CSV,920
4760,F: Unknown,#affected+f+other,unhcr-demographics-residing-egy.csv.CSV,920
4761,F: Total,#affected+f+total,unhcr-demographics-residing-egy.csv.CSV,920
4762,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-egy.csv.CSV,920
4763,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-egy.csv.CSV,920
4764,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-egy.csv.CSV,920
4765,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-egy.csv.CSV,920
4766,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-egy.csv.CSV,920
4767,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-egy.csv.CSV,920
4768,M: Unknown,#affected+m+other,unhcr-demographics-residing-egy.csv.CSV,920
4769,M: Total,#affected+m+total,unhcr-demographics-residing-egy.csv.CSV,920
4770,Overall total,#affected+all+total,unhcr-demographics-residing-egy.csv.CSV,920
4771,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-egy.csv.CSV,921
4772,Origin,#country+origin,unhcr-resettlement-originating-egy.csv.CSV,921
4773,Year,#date+year,unhcr-resettlement-originating-egy.csv.CSV,921
4774,Value,#affected,unhcr-resettlement-originating-egy.csv.CSV,921
4775,Year,#date+year,unhcr-demographics-residing-slv.csv.CSV,922
4776,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-slv.csv.CSV,922
4777,Location Name,#loc+name,unhcr-demographics-residing-slv.csv.CSV,922
4778,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-slv.csv.CSV,922
4779,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-slv.csv.CSV,922
4780,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-slv.csv.CSV,922
4781,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-slv.csv.CSV,922
4782,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-slv.csv.CSV,922
4783,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-slv.csv.CSV,922
4784,F: Unknown,#affected+f+other,unhcr-demographics-residing-slv.csv.CSV,922
4785,F: Total,#affected+f+total,unhcr-demographics-residing-slv.csv.CSV,922
4786,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-slv.csv.CSV,922
4787,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-slv.csv.CSV,922
4788,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-slv.csv.CSV,922
4789,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-slv.csv.CSV,922
4790,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-slv.csv.CSV,922
4791,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-slv.csv.CSV,922
4792,M: Unknown,#affected+m+other,unhcr-demographics-residing-slv.csv.CSV,922
4793,M: Total,#affected+m+total,unhcr-demographics-residing-slv.csv.CSV,922
4794,Overall total,#affected+all+total,unhcr-demographics-residing-slv.csv.CSV,922
4795,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-slv.csv.CSV,923
4796,Origin,#country+origin,unhcr-resettlement-originating-slv.csv.CSV,923
4797,Year,#date+year,unhcr-resettlement-originating-slv.csv.CSV,923
4798,Value,#affected,unhcr-resettlement-originating-slv.csv.CSV,923
4799,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-gnq.csv.CSV,924
4800,Origin,#country+origin,unhcr-resettlement-originating-gnq.csv.CSV,924
4801,Year,#date+year,unhcr-resettlement-originating-gnq.csv.CSV,924
4802,Value,#affected,unhcr-resettlement-originating-gnq.csv.CSV,924
4803,Year,#date+year,unhcr-demographics-residing-eri.csv.CSV,925
4804,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-eri.csv.CSV,925
4805,Location Name,#loc+name,unhcr-demographics-residing-eri.csv.CSV,925
4806,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-eri.csv.CSV,925
4807,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-eri.csv.CSV,925
4808,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-eri.csv.CSV,925
4809,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-eri.csv.CSV,925
4810,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-eri.csv.CSV,925
4811,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-eri.csv.CSV,925
4812,F: Unknown,#affected+f+other,unhcr-demographics-residing-eri.csv.CSV,925
4813,F: Total,#affected+f+total,unhcr-demographics-residing-eri.csv.CSV,925
4814,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-eri.csv.CSV,925
4815,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-eri.csv.CSV,925
4816,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-eri.csv.CSV,925
4817,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-eri.csv.CSV,925
4818,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-eri.csv.CSV,925
4819,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-eri.csv.CSV,925
4820,M: Unknown,#affected+m+other,unhcr-demographics-residing-eri.csv.CSV,925
4821,M: Total,#affected+m+total,unhcr-demographics-residing-eri.csv.CSV,925
4822,Overall total,#affected+all+total,unhcr-demographics-residing-eri.csv.CSV,925
4823,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-eri.csv.CSV,926
4824,Origin,#country+origin,unhcr-resettlement-originating-eri.csv.CSV,926
4825,Year,#date+year,unhcr-resettlement-originating-eri.csv.CSV,926
4826,Value,#affected,unhcr-resettlement-originating-eri.csv.CSV,926
4827,Year,#date+year,unhcr-demographics-residing-est.csv.CSV,927
4828,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-est.csv.CSV,927
4829,Location Name,#loc+name,unhcr-demographics-residing-est.csv.CSV,927
4830,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-est.csv.CSV,927
4831,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-est.csv.CSV,927
4832,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-est.csv.CSV,927
4833,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-est.csv.CSV,927
4834,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-est.csv.CSV,927
4835,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-est.csv.CSV,927
4836,F: Unknown,#affected+f+other,unhcr-demographics-residing-est.csv.CSV,927
4837,F: Total,#affected+f+total,unhcr-demographics-residing-est.csv.CSV,927
4838,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-est.csv.CSV,927
4839,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-est.csv.CSV,927
4840,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-est.csv.CSV,927
4841,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-est.csv.CSV,927
4842,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-est.csv.CSV,927
4843,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-est.csv.CSV,927
4844,M: Unknown,#affected+m+other,unhcr-demographics-residing-est.csv.CSV,927
4845,M: Total,#affected+m+total,unhcr-demographics-residing-est.csv.CSV,927
4846,Overall total,#affected+all+total,unhcr-demographics-residing-est.csv.CSV,927
4847,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-residing-est.csv.CSV,928
4848,Origin,#country+origin,unhcr-resettlement-residing-est.csv.CSV,928
4849,Year,#date+year,unhcr-resettlement-residing-est.csv.CSV,928
4850,Value,#affected,unhcr-resettlement-residing-est.csv.CSV,928
4851,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-est.csv.CSV,929
4852,Origin,#country+origin,unhcr-resettlement-originating-est.csv.CSV,929
4853,Year,#date+year,unhcr-resettlement-originating-est.csv.CSV,929
4854,Value,#affected,unhcr-resettlement-originating-est.csv.CSV,929
4855,Year,#date+year,unhcr-demographics-residing-eth.csv.CSV,930
4856,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-eth.csv.CSV,930
4857,Location Name,#loc+name,unhcr-demographics-residing-eth.csv.CSV,930
4858,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-eth.csv.CSV,930
4859,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-eth.csv.CSV,930
4860,Female 5-17,#affected+f+children+age5_17,unhcr-demographics-residing-eth.csv.CSV,930
4861,Female 12-17,#affected+f+adolescents+age12_17,unhcr-demographics-residing-eth.csv.CSV,930
4862,Female 18-59,#affected+f+adults+age18_59,unhcr-demographics-residing-eth.csv.CSV,930
4863,Female 60+,#affected+f+elderly+age60plus,unhcr-demographics-residing-eth.csv.CSV,930
4864,F: Unknown,#affected+f+other,unhcr-demographics-residing-eth.csv.CSV,930
4865,F: Total,#affected+f+total,unhcr-demographics-residing-eth.csv.CSV,930
4866,Male 0-4,#affected+m+children+age0_4,unhcr-demographics-residing-eth.csv.CSV,930
4867,Male 5-11,#affected+m+children+age5_11,unhcr-demographics-residing-eth.csv.CSV,930
4868,Male 5-17,#affected+m+children+age5_17,unhcr-demographics-residing-eth.csv.CSV,930
4869,Male 12-17,#affected+m+adolescents+age12_17,unhcr-demographics-residing-eth.csv.CSV,930
4870,Male 18-59,#affected+m+adults+age18_59,unhcr-demographics-residing-eth.csv.CSV,930
4871,Male 60+,#affected+m+elderly+age60plus,unhcr-demographics-residing-eth.csv.CSV,930
4872,M: Unknown,#affected+m+other,unhcr-demographics-residing-eth.csv.CSV,930
4873,M: Total,#affected+m+total,unhcr-demographics-residing-eth.csv.CSV,930
4874,Overall total,#affected+all+total,unhcr-demographics-residing-eth.csv.CSV,930
4875,Country / territory of asylum/residence,#country+asylum,unhcr-resettlement-originating-eth.csv.CSV,931
4876,Origin,#country+origin,unhcr-resettlement-originating-eth.csv.CSV,931
4877,Year,#date+year,unhcr-resettlement-originating-eth.csv.CSV,931
4878,Value,#affected,unhcr-resettlement-originating-eth.csv.CSV,931
4879,Year,#date+year,unhcr-demographics-residing-fji.csv.CSV,932
4880,Country / territory of asylum/residence,#country+residence,unhcr-demographics-residing-fji.csv.CSV,932
4881,Location Name,#loc+name,unhcr-demographics-residing-fji.csv.CSV,932
4882,Female 0-4,#affected+f+children+age0_4,unhcr-demographics-residing-fji.csv.CSV,932
4883,Female 5-11,#affected+f+children+age5_11,unhcr-demographics-residing-fji.csv.CSV,932
